-7.600000083379886417e-01,5.000000182020929440e-01,-3.000000041748160928e-01
-7.000000067461158437e-01,4.999999983861309616e-01,-3.000000006445440737e-01
-6.999999932105318567e-01,5.000000057873759118e-01,-2.400000013165141111e-01
-7.000000236615959714e-01,5.000000135560973558e-01,-1.800000000529461130e-01
-7.000000040799059242e-01,5.500000012841761432e-01,-3.000000012867048427e-01
-7.000000136182328303e-01,5.500000158376645576e-01,-2.399999942596756919e-01
-7.000000116238582759e-01,5.999999985875379416e-01,-3.000000080449293227e-01
-6.399999970952011674e-01,5.000000009733052142e-01,-3.000000025542913229e-01
-6.399999997158620779e-01,4.999999992103610902e-01,-2.399999961979182861e-01
-6.399999988004614337e-01,5.000000146458477568e-01,-1.800000013203346960e-01
-6.399999968536942418e-01,5.000000018035617444e-01,-1.199999975636783789e-01
-6.399999975966609300e-01,5.499999995560292954e-01,-3.000000046602023795e-01
-6.400000059835009303e-01,5.500000079002628217e-01,-2.399999989304638093e-01
-6.400000029425729764e-01,5.499999978999458028e-01,-1.799999968008538231e-01
-6.400000298212955574e-01,6.000000044710351865e-01,-2.999999946969277298e-01
-6.400000022672298616e-01,5.999999968962550501e-01,-2.400000043677755768e-01
-6.400000433579157155e-01,6.000000357279127172e-01,-1.799999583015779447e-01
-6.400000027544567871e-01,6.500000004638188944e-01,-2.999999991390079890e-01
-5.800000020778651733e-01,4.999999945052519545e-01,-2.999999975744351843e-01
-5.800000061121834971e-01,5.000000009149223601e-01,-2.400000013777265073e-01
-5.799999983530623737e-01,5.000000072478356650e-01,-1.799999976038562932e-01
-5.800000088740167037e-01,5.000000053294364477e-01,-1.199999974409981934e-01
-5.799999974563865290e-01,5.000000001341717848e-01,-5.999999941452330288e-02
-5.800000039791556317e-01,5.499999980176469849e-01,-3.000000032064253364e-01
-5.800000061280339292e-01,5.499999997328934853e-01,-2.399999984715236456e-01
-5.799999990665730687e-01,5.500000057683991361e-01,-1.799999985006524028e-01
-5.800000160305914809e-01,5.500000027134184233e-01,-1.200000008397367479e-01
-5.799999987612498575e-01,5.999999946137962725e-01,-2.999999972628731859e-01
-5.800000020345383867e-01,6.000000055331764504e-01,-2.399999983812394211e-01
-5.800000033203880356e-01,6.000000069191100405e-01,-1.800000029661346090e-01
-5.800000056377196955e-01,6.000000360540004296e-01,-1.199999635766484107e-01
-5.799999990815803974e-01,6.500000058046153661e-01,-2.999999990342313017e-01
-5.799999954332804020e-01,6.500000071450910966e-01,-2.400000110830279310e-01
-5.800000359401367156e-01,6.500000448684443155e-01,-1.799999657199181091e-01
-5.800000051283333846e-01,7.000000179324618044e-01,-2.999999995732737790e-01
-5.200000069757184651e-01,4.999999991246669717e-01,-3.000000035159480771e-01
-5.199999988476202706e-01,4.999999986513081751e-01,-2.400000017294871002e-01
-5.200000010208513102e-01,5.000000009024515579e-01,-1.799999923817485192e-01
-5.199999968123025784e-01,5.000000095227812302e-01,-1.199999976254288170e-01
-5.200000062023664160e-01,5.000000038706314820e-01,-5.999999344190057315e-02
-5.200000334334512475e-01,5.000000042715559978e-01,2.493733197717062922e-08
-5.200000022423846291e-01,5.500000033661072152e-01,-3.000000019374302052e-01
-5.199999959156200724e-01,5.500000056425993211e-01,-2.399999974113122270e-01
-5.200000040991217265e-01,5.499999897729883624e-01,-1.799999956810836299e-01
-5.199999967268655876e-01,5.500000049076154696e-01,-1.200000032898100866e-01
-5.199999942666794217e-01,5.500000032679923656e-01,-6.000000069226971156e-02
-5.200000045734206600e-01,5.999999947702814307e-01,-2.999999966934798201e-01
-5.199999964957016108e-01,5.999999994646214585e-01,-2.400000008443930744e-01
-5.199999984718409740e-01,6.000000085196666166e-01,-1.800000021882356971e-01
-5.200000009473012552e-01,6.000000006261199115e-01,-1.199999984719276047e-01
-5.200000030369558157e-01,6.500000094751146040e-01,-2.999999992116826331e-01
-5.200000042406026646e-01,6.500000100310426854e-01,-2.399999981407003879e-01
-5.199999992809065663e-01,6.500000026063763592e-01,-1.799999950752755318e-01
-5.200000003137165150e-01,7.000000034156929063e-01,-3.000000021278723117e-01
-5.200000024445164959e-01,7.000000142182377649e-01,-2.399999991451322034e-01
-5.200000029795894818e-01,7.499999891578330580e-01,-3.000000178166004061e-01
-4.600000036249065616e-01,5.000000055945945654e-01,-2.999999995958073651e-01
-4.599999989218978569e-01,5.000000043227430524e-01,-2.399999999060215272e-01
-4.600000064054695637e-01,5.000000000247322163e-01,-1.800000003288140249e-01
-4.599999970126502635e-01,4.999999941894730515e-01,-1.199999980159887070e-01
-4.599999998732130502e-01,5.000000014425727279e-01,-6.000000448548391263e-02
-4.599999958611126205e-01,5.000000038204952535e-01,-8.848124399829515596e-09
-4.599999974393874647e-01,5.500000049586322159e-01,-2.999999934948769376e-01
-4.600000013421543521e-01,5.500000074720245991e-01,-2.399999992205233135e-01
-4.599999947645064258e-01,5.500000006869347757e-01,-1.800000066825807044e-01
-4.600000029729351958e-01,5.500000077743856242e-01,-1.199999965601389468e-01
-4.599999981439652497e-01,5.500000024585927072e-01,-5.999999826495741595e-02
-4.600000063315973775e-01,5.500000133401532487e-01,1.658854395514275382e-08
-4.599999916507348519e-01,5.999999990071034350e-01,-3.000000067436453532e-01
-4.599999934581711081e-01,6.000000039606748770e-01,-2.399999945905322285e-01
-4.600000017687794762e-01,6.000000101208979864e-01,-1.799999994128908543e-01
-4.600000028983777245e-01,5.999999958832944458e-01,-1.200000077822506728e-01
-4.600000073572130810e-01,6.000000180854349052e-01,-5.999998719481272613e-02
-4.599999955706947086e-01,6.500000167539016216e-01,-2.999999964891825188e-01
-4.599999991999418891e-01,6.499999987211922958e-01,-2.399999988971781018e-01
-4.599999989154887059e-01,6.500000015792728458e-01,-1.800000051905271958e-01
-4.600000028153994891e-01,6.500000024702006218e-01,-1.200000003895148049e-01
-4.600000024756352168e-01,7.000000109863421249e-01,-2.999999984925259544e-01
-4.599999946974304699e-01,7.000000135563955173e-01,-2.400000012644944170e-01
-4.600000126897189068e-01,7.000000128146193212e-01,-1.799999923677518820e-01
-4.600000038728041529e-01,7.500000141631411044e-01,-2.999999985355695231e-01
-4.600000112854333301e-01,7.500000322838935585e-01,-2.399999820880703294e-01
-3.999999983927864378e-01,4.999999986123479512e-01,-2.999999957706672715e-01
-4.000000008842410359e-01,4.999999990832544872e-01,-2.400000002607698968e-01
-4.000000160721975950e-01,4.999999968521895433e-01,-1.800000139601408145e-01
-4.000000005453175911e-01,4.999999937842057873e-01,-1.199999868577936446e-01
-4.000000018621929776e-01,4.999999981183818609e-01,-6.000000007343193886e-02
-3.999999930491893174e-01,5.000000014415600935e-01,-1.124541679220492085e-08
-4.000000045297632534e-01,5.000000037307990031e-01,5.999999800470701139e-02
-3.999999989952854884e-01,5.499999987095542942e-01,-2.999999993034467849e-01
-3.999999984111564655e-01,5.500000050662663398e-01,-2.399999980851930115e-01
-4.000000043525108739e-01,5.500000052379493409e-01,-1.800000030435195686e-01
-4.000000080010129855e-01,5.500000013589252390e-01,-1.199999995150240056e-01
-4.000000007143533765e-01,5.500000115541056056e-01,-5.999999498654007279e-02
-4.000000039487238146e-01,5.500000103319826472e-01,6.239181893352707675e-09
-3.999999969044558124e-01,5.999999982812285193e-01,-3.000000000704054481e-01
-3.999999975501038474e-01,5.999999984058985714e-01,-2.399999970649698833e-01
-4.000000010124602490e-01,6.000000089110575363e-01,-1.799999979089601243e-01
-4.000000009225659348e-01,6.000000094102563297e-01,-1.199999963274532289e-01
-3.999999933788612183e-01,6.000000121302648814e-01,-5.999999740178685315e-02
-4.000000019840024290e-01,6.500000069673890213e-01,-3.000000008786951056e-01
-4.000000007618109699e-01,6.500000097680729283e-01,-2.399999986874508107e-01
-3.999999961518404534e-01,6.500000016579168260e-01,-1.799999947160205449e-01
-3.999999991914741093e-01,6.499999977571007115e-01,-1.199999969998282179e-01
-3.999999827748599301e-01,6.500000280981071965e-01,-6.000000661598814400e-02
-3.999999976004340874e-01,6.999999996549908232e-01,-3.000000014262394488e-01
-3.999999942516322959e-01,7.000000057720889846e-01,-2.400000052802174766e-01
-3.999999951786027408e-01,7.000000069837226668e-01,-1.799999975094377924e-01
-4.000000149236218050e-01,6.999999892651839195e-01,-1.199999938481020600e-01
-3.999999921441745321e-01,7.499999991143886380e-01,-3.000000017918934558e-01
